236,51,246,0
180,126,173,1
91,2,95,2
12,76,64,3
141,90,192,4
86,201,251,5
181,134,64,6
1,176,200,7
187,205,22,8
152,160,243,9
149,78,64,10
78,108,126,11
38,44,196,12
130,62,173,13
197,225,191,14
122,143,170,15
97,202,202,16
87,100,0,17
22,100,123,18
122,80,150,19
170,114,128,20
26,3,95,21
248,231,136,22
108,136,64,23
237,150,192,24
210,15,100,25
205,94,192,26
13,88,128,27
154,192,44,28
51,70,175,29
150,90,128,30
192,201,46,31
178,231,94,32
169,176,200,33
120,137,132,34
171,126,192,35
255,20,120,36
30,0,232,37
34,200,250,38
255,24,90,39
160,89,186,40
157,215,209,41
59,92,126,42
160,15,200,43
79,116,255,44
66,30,116,45
45,201,201,46
163,195,165,47
2,72,0,48
121,202,202,49
174,246,173,50
159,86,173,51
31,0,236,52
71,140,126,53
104,54,246,54
192,34,255,55
13,92,255,56
108,252,252,57
68,100,128,58
150,94,255,59
2,64,32,60
215,191,212,61
93,216,64,62
160,133,84,63
89,136,192,64
194,192,231,65
9,140,159,66
223,230,73,67
225,223,27,68
37,200,200,69
14,112,32,70
110,220,160,71
89,35,145,72
78,155,191,73
42,108,255,74
73,18,169,75
24,0,248,76
169,2,145,77
104,203,203,78
236,146,64,79
20,60,128,80
112,164,145,81
38,52,126,82
175,88,119,83
165,38,255,84
148,243,182,85
31,196,124,86
63,156,64,87
187,203,173,88
63,102,93,89
41,96,192,90
90,148,255,91
148,138,245,92
76,252,252,93
145,142,255,94
8,152,0,95
216,118,173,96
255,253,196,97
218,142,64,98
116,120,128,99
200,153,158,100
131,82,0,101
240,69,110,102
220,144,23,103
29,60,64,104
90,172,96,105
239,50,128,106
210,179,54,107
5,200,200,108
15,241,244,109
68,250,250,110
184,119,42,111
179,118,173,112
50,96,128,113
217,244,86,114
81,201,201,115
219,154,128,116
41,150,61,117
135,98,114,118
4,251,251,119
187,98,128,120
191,117,46,121
94,203,253,122
227,142,0,123
137,231,142,124
68,251,251,125
63,222,252,126
74,6,176,127
181,16,160,128
6,120,32,129
203,13,178,130
127,222,252,131
45,107,40,132
1,230,30,133
118,241,78,134
48,167,51,135
205,1,196,136
51,88,196,137
218,26,95,138
116,124,255,139
71,99,200,140
100,252,252,141
181,150,96,142
30,80,222,143
83,223,253,144
100,253,253,145
205,163,151,146
196,69,0,147
155,2,120,148
220,32,204,149
106,116,64,150
40,59,211,151
171,67,109,152
29,200,200,153
219,158,255,154
187,102,255,155
6,0,236,156
105,201,201,157
16,250,250,158
220,138,41,159
229,171,33,160
152,137,59,161
145,7,164,162
200,69,150,163
75,221,251,164
19,48,32,165
92,251,251,166
135,130,79,167
31,222,252,168
115,116,0,169
112,32,64,170
77,35,96,171
207,79,128,172
106,120,192,173
92,252,252,174
251,189,80,175
46,39,195,176
153,230,204,177
123,127,208,178
118,130,80,179
97,112,0,180
51,223,253,181
92,48,192,182
176,181,246,183
182,150,255,184
77,88,0,185
53,164,53,186
200,161,210,187
107,132,255,188
86,203,253,189
58,80,192,190
168,90,0,191
98,124,64,192
43,221,251,193
195,82,192,194
66,68,64,195
60,251,251,196
213,56,56,197
35,68,112,198
235,126,64,199
80,61,184,200
203,70,64,201
243,202,12,202
179,87,31,203
119,222,252,204
240,137,175,205
167,163,46,206
132,16,46,207
179,181,74,208
25,13,70,209
30,80,32,210
129,58,192,211
127,84,164,212
77,22,255,213
231,98,182,214
155,12,160,215
218,196,123,216
73,0,244,217
152,182,201,218
78,202,252,219
49,208,224,220
87,220,115,221
234,31,145,222
118,104,40,223
89,203,203,224
80,123,136,225
8,250,250,226
183,246,173,227
131,198,119,228
154,216,222,229
67,221,251,230
44,72,166,231
84,251,251,232
150,104,225,233
130,104,224,234
84,237,87,235
184,70,8,236
198,118,64,237
239,13,190,238
27,32,32,239
56,56,32,240
172,138,79,241
132,94,64,242
131,123,246,243
153,102,93,244
60,161,46,245
57,172,32,246
160,208,76,247
161,137,250,248
199,130,128,249
35,224,48,250
106,12,95,251
118,200,250,252
205,158,124,253
58,203,253,254
156,50,79,255
97,115,229,256
15,221,251,257
186,239,22,258
53,124,86,259
158,168,213,260
53,144,64,261
171,132,97,262
200,70,81,263
136,154,79,264
244,137,250,265
39,72,64,266
44,52,201,267
74,52,128,268
114,96,0,269
217,40,128,270
34,74,58,271
173,104,32,272
6,116,126,273
82,40,0,274
219,44,97,275
126,1,95,276
154,92,25,277
60,140,0,278
241,86,0,279
17,144,32,280
62,144,0,281
232,90,192,282
199,134,255,283
20,64,32,284
81,144,32,285
49,88,32,286
22,200,250,287
116,145,119,288
157,164,46,289
17,203,203,290
151,98,79,291
66,13,95,292
81,203,203,293
181,138,79,294
201,29,167,295
156,144,105,296
149,82,79,297
4,253,253,298
15,120,32,299
160,145,234,300
44,144,32,301
243,138,80,302
239,192,146,303
68,253,253,304
28,0,244,305
2,64,64,306
61,31,95,307
113,131,196,308
210,70,81,309
57,112,35,310
163,70,58,311
219,210,106,312
37,44,128,313
9,201,201,314
77,0,240,315
144,138,79,316
151,78,142,317
192,38,64,318
178,3,95,319
17,148,128,320
108,80,213,321
227,138,192,322
9,202,202,323
164,234,53,324
25,136,0,325
16,140,192,326
144,225,232,327
14,100,126,328
73,202,202,329
44,136,32,330
201,167,29,331
140,78,128,332
11,64,0,333
198,74,105,334
110,200,250,335
78,100,64,336
29,167,101,337
240,113,207,338
224,134,54,339
181,39,199,340
28,48,32,341
89,128,32,342
144,130,79,343
110,201,251,344
115,82,80,345
231,58,53,346
69,104,255,347
201,14,200,348
236,138,128,349
92,253,253,350
37,48,255,351
8,152,32,352
149,186,149,353
222,47,29,354
88,95,140,355
171,90,175,356
128,42,79,357
200,147,147,358
217,90,204,359
17,152,255,360
106,189,104,361
31,227,36,362
125,31,46,363
8,144,64,364
160,91,132,365
185,227,196,366
255,120,0,367
3,80,255,368
173,34,79,369
140,82,255,370
35,221,46,371
244,231,145,372
67,121,108,373
25,0,232,374
131,74,64,375
33,178,172,376
160,160,88,377
222,176,35,378
111,60,128,379
143,28,164,380
9,32,32,381
255,125,200,382
40,61,46,383
105,6,160,384
23,223,253,385
40,253,253,386
166,50,94,387
85,232,161,388
236,142,255,389
24,58,154,390
91,36,128,391
10,0,232,392
149,33,33,393
183,46,64,394
124,210,144,395
255,150,0,396
214,94,128,397
23,130,61,398
4,88,32,399
60,253,253,400
44,45,128,401
219,191,83,402
112,72,192,403
169,127,77,404
184,111,111,405
68,88,32,406
227,164,55,407
66,0,236,408
205,23,23,409
187,154,212,410
18,36,0,411
66,72,32,412
148,81,21,413
56,160,69,414
181,201,246,415
238,244,95,416
16,136,32,417
168,82,79,418
135,130,255,419
190,72,59,420
67,0,240,421
159,60,34,422
135,142,0,423
106,108,128,424
212,54,121,425
215,2,196,426
136,148,128,427
131,100,35,428
3,0,244,429
188,114,0,430
38,104,109,431
19,48,64,432
178,198,73,433
255,22,200,434
194,210,199,435
124,22,150,436
54,156,128,437
205,54,168,438
160,221,196,439
163,183,82,440
191,158,128,441
53,131,196,442
38,227,36,443
223,132,95,444
243,21,172,445
177,86,128,446
85,174,169,447
217,131,46,448
157,72,136,449
244,122,192,450
186,179,78,451
13,100,150,452
115,108,64,453
220,158,209,454
120,55,111,455
